Index,Accident_Severity,Accident Date,Latitude,Light_Conditions,District Area,Longitude,Number_of_Casualties,Number_of_Vehicles,Road_Surface_Conditions,Road_Type,Urban_or_Rural_Area,Vehicle_Type
201020G010412,Slight,23-02-2022,52.603765,Darkness - lights lit,Wolverhampton,-2.074239,1,2,Snow,Single carriageway,Urban,Car
201020G010430,Slight,26-11-2022,52.579179,Daylight,Wolverhampton,-2.125554,1,2,Wet or damp,Slip road,Urban,Car
201020G010440,Slight,23-11-2022,52.570021,Darkness - lights lit,Wolverhampton,-2.114167,1,1,Dry,Single carriageway,Urban,Car
201020G010470,Slight,25-11-2022,52.584829,Darkness - lights lit,Wolverhampton,-2.137673,2,2,Dry,Single carriageway,Urban,Taxi/Private hire car
201020G010480,Slight,24-11-2022,52.59381,Darkness - lights lit,Wolverhampton,-2.145526,1,1,Frost or ice,Single carriageway,Urban,Car
201020G010520,Slight,27-11-2022,52.580427,Daylight,Wolverhampton,-2.135151,3,3,Wet or damp,Single carriageway,Urban,Car
201020G010530,Slight,25-11-2022,52.581777,Darkness - lights lit,Wolverhampton,-2.133827,1,2,Frost or ice,Dual carriageway,Urban,Car
201020G010540,Slight,14-11-2022,52.599177,Daylight,Wolverhampton,-2.078661,1,2,Dry,Single carriageway,Urban,Car
201020G010570,Slight,29-11-2022,52.583527,Darkness - lights lit,Wolverhampton,-2.08985,1,2,Frost or ice,Single carriageway,Urban,Car
201020G010600,Slight,30-11-2022,52.58362,Darkness - lights lit,Wolverhampton,-2.085422,2,2,Snow,Dual carriageway,Urban,Car
201020G010610,Serious,26-11-2022,52.584029,Darkness - lights lit,Wolverhampton,-2.129848,1,1,Dry,Single carriageway,Urban,Car
201020G010611,Slight,26-02-2022,52.575378,Daylight,Wolverhampton,-2.147531,1,3,Dry,Single carriageway,Urban,Car
201020G010630,Slight,26-11-2022,52.581592,Daylight,Wolverhampton,-2.138254,3,4,Dry,Single carriageway,Urban,Car
201020G010712,Slight,23-02-2022,52.619187,Darkness - lights lit,Wolverhampton,-2.123453,3,2,Wet or damp,Single carriageway,Urban,Car
201020G010740,Slight,01-12-2022,52.565339,Daylight,Wolverhampton,-2.121089,3,3,Snow,Single carriageway,Urban,Other vehicle
201020G010800,Slight,02-12-2022,52.616137,Darkness - lights unlit,Wolverhampton,-2.116355,1,1,Frost or ice,Dual carriageway,Urban,Taxi/Private hire car
201020G010812,Slight,24-02-2022,52.557558,Daylight,Wolverhampton,-2.072244,1,1,Wet or damp,Single carriageway,Urban,Car
201020G010840,Slight,01-12-2022,52.603293,Daylight,Wolverhampton,-2.179518,1,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G010870,Slight,10-11-2022,52.592478,Darkness - lights lit,Wolverhampton,-2.13135,1,2,Wet or damp,Single carriageway,Urban,Car
201020G010880,Slight,24-11-2022,52.569697,Darkness - lights lit,Wolverhampton,-2.067985,1,1,Dry,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
201020G010890,Slight,05-12-2022,52.576741,Daylight,Wolverhampton,-2.135287,3,2,Frost or ice,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
201020G010900,Slight,06-12-2022,52.580614,Daylight,Wolverhampton,-2.128805,1,2,Frost or ice,Dual carriageway,Urban,Motorcycle 125cc and under
201020G010910,Slight,18-08-2022,52.572796,Daylight,Wolverhampton,-2.125979,1,1,Dry,Single carriageway,Urban,Car
201020G010911,Slight,01-03-2022,52.588977,Daylight,Wolverhampton,-2.127059,1,2,Dry,Slip road,Urban,Car
201020G010920,Slight,06-12-2022,52.58314,Daylight,Wolverhampton,-2.120843,1,2,Frost or ice,Roundabout,Urban,Car
201020G010930,Slight,06-12-2022,52.589337,Darkness - lights lit,Wolverhampton,-2.126764,1,1,Wet or damp,Dual carriageway,Urban,Car
201020G010960,Serious,24-11-2022,52.607904,Darkness - lights lit,Wolverhampton,-2.161226,1,2,Wet or damp,Roundabout,Urban,Car
201020G011012,Slight,24-02-2022,52.572576,Darkness - lights lit,Wolverhampton,-2.062973,1,2,Wet or damp,Single carriageway,Urban,Car
201020G011050,Serious,09-12-2022,52.56374,Darkness - lights lit,Wolverhampton,-2.101169,1,2,Wet or damp,Single carriageway,Urban,Car
201020G011070,Serious,07-12-2022,52.592828,Daylight,Wolverhampton,-2.140208,1,1,Frost or ice,Single carriageway,Urban,Car
201020G011090,Slight,08-12-2022,52.554039,Daylight,Wolverhampton,-2.090822,1,1,Wet or damp,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
201020G011111,Slight,01-03-2022,52.57962,Daylight,Wolverhampton,-2.133377,1,1,Dry,Dual carriageway,Urban,Car
201020G011112,Slight,25-02-2022,52.626647,Daylight,Wolverhampton,-2.124656,1,2,Wet or damp,Single carriageway,Urban,Car
201020G011120,Slight,04-12-2022,52.559865,Daylight,Wolverhampton,-2.110748,1,2,Dry,Dual carriageway,Urban,Car
201020G011130,Slight,01-12-2022,52.576579,Daylight,Wolverhampton,-2.118464,1,2,Frost or ice,Single carriageway,Urban,Car
201020G011140,Slight,08-12-2022,52.561618,Darkness - lights lit,Wolverhampton,-2.151762,1,2,Frost or ice,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
201020G011150,Slight,11-12-2022,52.572347,Darkness - lights lit,Wolverhampton,-2.125682,1,2,Dry,Single carriageway,Urban,Car
201020G011160,Slight,23-11-2022,52.566866,Darkness - lights lit,Wolverhampton,-2.123011,1,2,Dry,Single carriageway,Urban,Car
201020G011190,Slight,14-12-2022,52.589067,Darkness - lights lit,Wolverhampton,-2.126468,1,1,Dry,Dual carriageway,Urban,Car
201020G011200,Slight,24-11-2022,52.593225,Darkness - lights lit,Wolverhampton,-2.103599,4,5,Dry,Dual carriageway,Urban,Car
201020G011220,Slight,25-11-2022,52.613591,Daylight,Wolverhampton,-2.142785,1,2,Wet or damp,Single carriageway,Urban,Car
201020G011290,Slight,26-11-2022,52.61846,Darkness - lights lit,Wolverhampton,-2.130393,1,2,Wet or damp,Single carriageway,Urban,Car
201020G011310,Slight,01-12-2022,52.566603,Daylight,Wolverhampton,-2.115929,1,3,Wet or damp,Single carriageway,Urban,Car
201020G011312,Serious,02-03-2022,52.590429,Darkness - lights lit,Wolverhampton,-2.11363,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G011330,Slight,20-12-2022,52.564931,Darkness - lights lit,Wolverhampton,-2.070043,1,3,Snow,Dual carriageway,Urban,Car
201020G011340,Serious,15-12-2022,52.606167,Darkness - lights lit,Wolverhampton,-2.107321,1,1,Wet or damp,Single carriageway,Urban,Car
201020G011412,Slight,26-02-2022,52.557536,Daylight,Wolverhampton,-2.10145,2,2,Wet or damp,Single carriageway,Urban,Car
201020G011420,Serious,02-10-2022,52.582137,Daylight,Wolverhampton,-2.133975,1,2,Dry,Slip road,Urban,Car
201020G011430,Slight,15-12-2022,52.58465,Darkness - lights lit,Wolverhampton,-2.137082,2,2,Wet or damp,Dual carriageway,Urban,Car
201020G011440,Slight,19-12-2022,52.61499,Darkness - lights lit,Wolverhampton,-2.092425,3,2,Snow,Single carriageway,Urban,Car
201020G011450,Slight,23-12-2022,52.582953,Daylight,Wolverhampton,-2.127336,1,1,Frost or ice,One way street,Urban,Car
201020G011470,Slight,23-12-2022,52.570843,Darkness - lights lit,Wolverhampton,-2.099267,1,1,Frost or ice,Single carriageway,Urban,Motorcycle over 125cc and up to 500cc
201020G011480,Slight,28-12-2022,52.558175,Darkness - lighting unknown,Wolverhampton,-2.171074,1,2,Frost or ice,Single carriageway,Urban,Car
201020G011512,Fatal,03-03-2022,52.550978,Daylight,Wolverhampton,-2.096568,1,1,Dry,Dual carriageway,Urban,Car
201020G011612,Slight,23-02-2022,52.592058,Darkness - lights lit,Wolverhampton,-2.100939,1,3,Dry,Single carriageway,Urban,Car
201020G011712,Serious,02-03-2022,52.608138,Daylight,Wolverhampton,-2.114414,1,2,Dry,Roundabout,Urban,Bus or coach (17 or more pass seats)
201020G011812,Slight,02-03-2022,52.602473,Daylight,Wolverhampton,-2.115876,1,2,Dry,Roundabout,Urban,Bus or coach (17 or more pass seats)
201020G011911,Slight,23-02-2022,52.577255,Darkness - lights lit,Wolverhampton,-2.156243,1,1,Wet or damp,Single carriageway,Urban,Car
201020G011912,Slight,05-03-2022,52.563573,Daylight,Wolverhampton,-2.083908,1,2,Dry,Single carriageway,Urban,Car
201020G012011,Slight,26-02-2022,52.570739,Daylight,Wolverhampton,-2.114907,3,2,Dry,Single carriageway,Urban,Other vehicle
201020G012111,Slight,01-03-2022,52.594992,Daylight,Wolverhampton,-2.133867,1,1,Dry,Single carriageway,Urban,Car
201020G012411,Serious,19-02-2022,52.584576,Daylight,Wolverhampton,-2.122766,4,1,Wet or damp,Single carriageway,Urban,Car
201020G012511,Slight,02-03-2022,52.575931,Daylight,Wolverhampton,-2.135875,1,1,Dry,Dual carriageway,Urban,Bus or coach (17 or more pass seats)
201020G012811,Slight,03-03-2022,52.575942,Daylight,Wolverhampton,-2.126283,1,1,Dry,Single carriageway,Urban,Car
201020G013011,Slight,04-03-2022,52.588438,Daylight,Wolverhampton,-2.126319,1,1,Dry,Single carriageway,Urban,Car
201020G013012,Slight,07-03-2022,52.559138,Darkness - lights lit,Wolverhampton,-2.119597,1,2,Wet or damp,Single carriageway,Urban,Car
201020G013111,Slight,06-03-2022,52.581696,Daylight,Wolverhampton,-2.125857,1,2,Dry,Single carriageway,Urban,Car
201020G013112,Slight,08-03-2022,52.627286,Daylight,Wolverhampton,-2.11535,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G013211,Slight,07-03-2022,52.57855,Daylight,Wolverhampton,-2.12511,1,2,Dry,Dual carriageway,Urban,Car
201020G013812,Slight,09-03-2022,52.555032,Darkness - lights lit,Wolverhampton,-2.085219,1,2,Dry,Single carriageway,Urban,Car
201020G013911,Slight,08-03-2022,52.598673,Daylight,Wolverhampton,-2.138455,1,2,Dry,Single carriageway,Urban,Car
201020G014011,Slight,08-03-2022,52.57809,Darkness - lights lit,Wolverhampton,-2.134553,2,2,Dry,Dual carriageway,Urban,Car
201020G014012,Fatal,16-03-2022,52.603464,Darkness - lights lit,Wolverhampton,-2.113516,1,1,Dry,Single carriageway,Urban,Car
201020G014212,Slight,11-03-2022,52.575522,Darkness - lights lit,Wolverhampton,-2.094703,1,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G014411,Slight,01-02-2022,52.581065,Daylight,Wolverhampton,-2.193743,1,1,Frost or ice,Single carriageway,Urban,Car
201020G014412,Slight,15-03-2022,52.567713,Daylight,Wolverhampton,-2.077719,2,1,Dry,Single carriageway,Urban,Car
201020G014511,Slight,05-03-2022,52.568363,Daylight,Wolverhampton,-2.149573,2,2,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G014512,Slight,17-03-2022,52.565653,Daylight,Wolverhampton,-2.064733,1,2,Dry,Roundabout,Urban,Car
201020G014611,Slight,10-03-2022,52.627364,Darkness - lights lit,Wolverhampton,-2.126726,1,2,Dry,Roundabout,Urban,Car
201020G014812,Slight,20-03-2022,52.580844,Daylight,Wolverhampton,-2.068445,3,2,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G015012,Slight,21-03-2022,52.609326,Darkness - lights lit,Wolverhampton,-2.092266,1,1,Wet or damp,Single carriageway,Urban,Car
201020G015211,Slight,19-03-2022,52.586189,Daylight,Wolverhampton,-2.127493,1,1,Dry,Single carriageway,Urban,Car
201020G015311,Slight,21-03-2022,52.575397,Daylight,Wolverhampton,-2.131446,2,2,Dry,Single carriageway,Urban,Car
201020G015411,Slight,16-03-2022,52.609265,Daylight,Wolverhampton,-2.151336,1,2,Dry,Single carriageway,Urban,Car
201020G015611,Slight,26-03-2022,52.623744,Darkness - lights lit,Wolverhampton,-2.147545,4,1,Wet or damp,Single carriageway,Urban,Car
201020G016111,Slight,27-03-2022,52.587451,Darkness - lights lit,Wolverhampton,-2.124692,1,1,Dry,Single carriageway,Urban,Car
201020G016212,Slight,23-03-2022,52.557621,Daylight,Wolverhampton,-2.10794,1,2,Wet or damp,Dual carriageway,Urban,Car
201020G016312,Serious,07-03-2022,52.615519,Daylight,Wolverhampton,-2.104537,1,1,Dry,Single carriageway,Urban,Car
201020G017311,Slight,28-03-2022,52.586281,Darkness - lights lit,Wolverhampton,-2.125427,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G018212,Slight,03-03-2022,52.610928,Daylight,Wolverhampton,-2.111172,1,3,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G019912,Slight,31-03-2022,52.590699,Darkness - lights lit,Wolverhampton,-2.112745,1,2,Wet or damp,Single carriageway,Urban,Car
201020G020411,Slight,30-03-2022,52.594717,Daylight,Wolverhampton,-2.138442,1,1,Dry,Single carriageway,Urban,Car
201020G023812,Slight,16-03-2022,52.597442,Darkness - lights unlit,Wolverhampton,-2.112024,1,2,Dry,Single carriageway,Urban,Car
201020G033611,Slight,31-03-2022,52.57809,Darkness - lights lit,Wolverhampton,-2.134553,2,2,Wet or damp,Dual carriageway,Urban,Motorcycle over 500cc
201020G500010,Slight,13-12-2022,52.596654,Daylight,Wolverhampton,-2.087072,1,2,Dry,Roundabout,Urban,Car
201020G500030,Slight,17-12-2022,52.566613,Daylight,Wolverhampton,-2.105159,2,2,Wet or damp,Single carriageway,Urban,Taxi/Private hire car
201020G500050,Slight,13-12-2022,52.582047,Daylight,Wolverhampton,-2.133975,1,2,Dry,Single carriageway,Urban,Car
201020G500070,Slight,23-12-2022,52.566866,Daylight,Wolverhampton,-2.122273,1,3,Frost or ice,Single carriageway,Urban,Car
201020G500080,Slight,24-12-2022,52.57639,Daylight,Wolverhampton,-2.127908,1,2,Frost or ice,Single carriageway,Urban,Car
201020G500090,Slight,24-12-2022,52.569164,Daylight,Wolverhampton,-2.054558,1,2,Snow,Roundabout,Urban,Car
201020G500100,Slight,25-12-2022,52.573364,Darkness - lights lit,Wolverhampton,-2.095141,1,1,Frost or ice,Single carriageway,Urban,Motorcycle 125cc and under
201020G500110,Slight,27-12-2022,52.576286,Daylight,Wolverhampton,-2.14045,1,1,Wet or damp,Single carriageway,Urban,Other vehicle
201020G500120,Slight,30-12-2022,52.560621,Daylight,Wolverhampton,-2.060005,1,2,Wet or damp,Single carriageway,Urban,Car
201020G500200,Serious,28-12-2022,52.594675,Daylight,Wolverhampton,-2.171216,1,1,Frost or ice,Single carriageway,Urban,Car
201020G500280,Slight,23-12-2022,52.563933,Darkness - lights lit,Wolverhampton,-2.083466,6,2,Frost or ice,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G500310,Serious,28-12-2022,52.585198,Daylight,Wolverhampton,-2.129409,1,1,Wet or damp,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G500380,Serious,10-11-2022,52.591669,Darkness - lights lit,Wolverhampton,-2.131495,1,1,Dry,Single carriageway,Urban,Bus or coach (17 or more pass seats)
201020G500820,Slight,24-11-2022,52.599627,Daylight,Wolverhampton,-2.078809,1,2,Wet or damp,Single carriageway,Urban,Car
201020G501620,Slight,15-05-2022,52.589978,Daylight,Wolverhampton,-2.11481,1,2,Dry,Single carriageway,Urban,Car
201020G502020,Slight,24-11-2022,52.583424,Daylight,Wolverhampton,-2.105347,2,3,Dry,Single carriageway,Urban,Car
201020G502190,Slight,09-10-2022,52.604711,Darkness - lights lit,Wolverhampton,-2.124889,2,3,Dry,Single carriageway,Urban,Taxi/Private hire car
201020G614211,Slight,11-03-2022,52.587075,Daylight,Wolverhampton,-2.139599,1,2,Dry,Single carriageway,Urban,Car
201020G716312,Slight,29-03-2022,52.613447,Daylight,Wolverhampton,-2.109259,1,1,Wet or damp,Single carriageway,Urban,Car
201020G744811,Slight,24-03-2022,52.580436,Daylight,Wolverhampton,-2.127181,1,1,Dry,Single carriageway,Urban,Car
201020G750711,Slight,07-02-2022,52.601559,Daylight,Wolverhampton,-2.130196,1,2,Dry,Roundabout,Urban,Car
201020G757411,Slight,10-02-2022,52.583318,Daylight,Wolverhampton,-2.122024,3,2,Dry,Roundabout,Urban,Bus or coach (17 or more pass seats)
201020G770011,Slight,26-03-2022,52.575122,Daylight,Wolverhampton,-2.136462,2,3,Wet or damp,Dual carriageway,Urban,Car
201020H000911,Slight,02-01-2022,52.590834,Darkness - lights lit,Walsall,-1.953764,2,1,Frost or ice,Dual carriageway,Rural,Car
201020H001111,Slight,05-01-2022,52.584458,Darkness - lights lit,Walsall,-1.977238,1,1,Wet or damp,Single carriageway,Urban,Car
201020H001512,Serious,08-01-2022,52.596679,Darkness - lights lit,Walsall,-2.041895,2,1,Frost or ice,Single carriageway,Urban,Car
201020H001610,Slight,01-04-2022,52.578435,Daylight,Walsall,-1.98152,5,2,Wet or damp,Single carriageway,Urban,Minibus (8 - 16 passenger seats)
201020H001611,Slight,03-01-2022,52.57511,Darkness - lights lit,Walsall,-1.98949,1,2,Snow,Single carriageway,Urban,Car
201020H001650,Serious,03-04-2022,52.60162,Daylight,Walsall,-1.949913,1,1,Dry,Single carriageway,Urban,Car
201020H001690,Slight,04-04-2022,52.585808,Darkness - lights lit,Walsall,-2.013546,1,2,Wet or damp,Roundabout,Urban,Car
201020H001730,Slight,05-04-2022,52.593177,Daylight,Walsall,-1.971476,1,2,Dry,Single carriageway,Urban,Car
201020H001811,Slight,11-01-2022,52.579334,Daylight,Walsall,-1.981668,1,2,Wet or damp,Single carriageway,Urban,Car
201020H001820,Slight,10-04-2022,52.644411,Daylight,Walsall,-1.947056,1,2,Dry,Single carriageway,Urban,Car
201020H001900,Slight,05-04-2022,52.567916,Daylight,Walsall,-1.978427,1,2,Dry,Single carriageway,Urban,Car
201020H001911,Slight,13-01-2022,52.583201,Daylight,Walsall,-1.987127,2,1,Snow,Single carriageway,Urban,Other vehicle
201020H001930,Slight,09-04-2022,52.572951,Daylight,Walsall,-2.021363,3,2,Dry,Single carriageway,Urban,Car
201020H001940,Slight,10-04-2022,52.598215,Daylight,Walsall,-1.996424,1,2,Dry,Single carriageway,Urban,Car
201020H001960,Slight,06-04-2022,52.564028,Darkness - no lighting,Walsall,-1.923106,1,2,Wet or damp,Single carriageway,Rural,Car
201020H001970,Slight,12-04-2022,52.575461,Daylight,Walsall,-2.045859,1,2,Dry,Slip road,Urban,Car
201020H001980,Serious,09-04-2022,52.58553,Daylight,Walsall,-2.044542,1,2,Dry,Single carriageway,Urban,Car
201020H001990,Slight,13-04-2022,52.573397,Darkness - lights lit,Walsall,-1.963226,1,2,Dry,Roundabout,Urban,Car
201020H002040,Slight,12-04-2022,52.578876,Daylight,Walsall,-1.951562,1,2,Dry,Single carriageway,Urban,Car
201020H002110,Slight,13-04-2022,52.583187,Daylight,Walsall,-2.059151,1,2,Dry,Single carriageway,Urban,Taxi/Private hire car
201020H002111,Slight,13-01-2022,52.573942,Daylight,Walsall,-1.995983,1,1,Snow,Single carriageway,Urban,Car
201020H002112,Slight,04-01-2022,52.555685,Daylight,Walsall,-2.040086,1,2,Frost or ice,Single carriageway,Urban,Van / Goods 3.5 tonnes mgw or under
201020H002130,Slight,17-04-2022,52.628326,Daylight,Walsall,-1.967021,1,3,Dry,Single carriageway,Urban,Car
201020H002180,Slight,14-04-2022,52.650781,Daylight,Walsall,-1.923398,1,2,Dry,Single carriageway,Urban,Car
201020H002212,Slight,04-01-2022,52.608912,Daylight,Walsall,-1.984904,1,1,Frost or ice,Single carriageway,Urban,Car
201020H002250,Slight,16-04-2022,52.62051,Daylight,Walsall,-2.004251,1,3,Dry,Single carriageway,Urban,Car
201020H002260,Slight,19-04-2022,52.63577,Darkness - lights lit,Walsall,-1.926527,1,2,Dry,Single carriageway,Urban,Goods over 3.5t. and under 7.5t
201020H002311,Slight,17-01-2022,52.585089,Daylight,Walsall,-2.002181,1,2,Dry,Single carriageway,Urban,Car
201020H002312,Slight,06-01-2022,52.578332,Darkness - lights lit,Walsall,-2.058259,1,2,Frost or ice,Dual carriageway,Urban,Car
201020H002370,Slight,19-04-2022,52.59138,Daylight,Walsall,-1.979153,1,2,Dry,Single carriageway,Urban,Car
201020H002390,Slight,21-04-2022,52.568092,Daylight,Walsall,-2.03759,1,1,Dry,Single carriageway,Urban,Motorcycle 125cc and under
201020H002410,Slight,16-04-2022,52.574661,Daylight,Walsall,-2.004394,1,2,Dry,Single carriageway,Urban,Car
201020H002411,Slight,19-01-2022,52.59057,Darkness - lights lit,Walsall,-1.973839,1,1,Dry,Single carriageway,Urban,Goods 7.5 tonnes mgw and over
201020H002430,Slight,21-04-2022,52.607115,Daylight,Walsall,-1.997752,1,2,Dry,Single carriageway,Urban,Car
201020H002460,Slight,22-04-2022,52.624281,Daylight,Walsall,-1.967467,2,3,Dry,Single carriageway,Rural,Other vehicle
201020H002500,Serious,25-04-2022,52.560424,Darkness - lights lit,Walsall,-1.912492,2,2,Dry,Single carriageway,Urban,Car
201020H002511,Slight,15-01-2022,52.582391,Daylight,Walsall,-1.984175,1,1,Dry,Single carriageway,Urban,Car
201020H002520,Slight,06-04-2022,52.595756,Daylight,Walsall,-1.91375,1,2,Dry,Single carriageway,Urban,Car
201020H002550,Slight,13-04-2022,52.578077,Daylight,Walsall,-1.99982,1,2,Dry,Single carriageway,Urban,Car
201020H002590,Slight,23-04-2022,52.631385,Daylight,Walsall,-1.973667,1,2,Dry,Single carriageway,Urban,Car
201020H002610,Slight,26-04-2022,52.586256,Daylight,Walsall,-2.020336,1,1,Dry,Single carriageway,Urban,Car
201020H002620,Slight,26-04-2022,52.592793,Daylight,Walsall,-1.918627,1,2,Dry,Single carriageway,Urban,Car
201020H002630,Slight,24-04-2022,52.593629,Darkness - lights lit,Walsall,-1.98609,1,2,Dry,Single carriageway,Urban,Motorcycle 125cc and under
201020H002650,Slight,24-04-2022,52.584188,Darkness - lights lit,Walsall,-1.976352,1,1,Dry,One way street,Urban,Bus or coach (17 or more pass seats)
